id,country_id,league_id,season_x,stage,date_x,match_api_id,home_away_indicator,real_api_id,other_team_id,other_team_name,real_score,other_score,real_winprob,tie_prob,other_winprob,real_player_1_name,real_player_1_rating,real_player_1_potential,real_player_2_name,real_player_2_rating,real_player_2_potential,real_player_3_name,real_player_3_rating,real_player_3_potential,real_player_4_name,real_player_4_rating,real_player_4_potential,real_player_5_name,real_player_5_rating,real_player_5_potential,real_player_6_name,real_player_6_rating,real_player_6_potential,real_player_7_name,real_player_7_rating,real_player_7_potential,real_player_8_name,real_player_8_rating,real_player_8_potential,real_player_9_name,real_player_9_rating,real_player_9_potential,real_player_10_name,real_player_10_rating,real_player_10_potential,real_player_11_name,real_player_11_rating,real_player_11_potential,other_player_1_name,other_player_1_rating,other_player_1_potential,other_player_2_name,other_player_2_rating,other_player_2_potential,other_player_3_name,other_player_3_rating,other_player_3_potential,other_player_4_name,other_player_4_rating,other_player_4_potential,other_player_5_name,other_player_5_rating,other_player_5_potential,other_player_6_name,other_player_6_rating,other_player_6_potential,other_player_7_name,other_player_7_rating,other_player_7_potential,other_player_8_name,other_player_8_rating,other_player_8_potential,other_player_9_name,other_player_9_rating,other_player_9_potential,other_player_10_name,other_player_10_rating,other_player_10_potential,other_player_11_name,other_player_11_rating,other_player_11_potential,date_y,season_y,real_wins,real_draws,real_losses,date,season,other_wins,other_draws,other_losses,result
23102,21518,21518,2012/2013,15,2012-12-08 00:00:00,1260235,0,8633,10281,Real Valladolid,3,2,0.7394845158297747,0.1680894910738908,0.0924259930963343,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87.0,89.0,Nacho Fernandez,68.0,74.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79.0,81.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Dani Hernandez,68.0,71.0,Antonio Rukavina,72.0,72.0,Henrique Sereno,75.0,77.0,Marc Valiente,73.0,76.0,Mikel Balenziaga,72.0,75.0,Victor Perez,73.0,75.0,Alvaro Rubio,72.0,72.0,Patrick Ebert,74.0,78.0,Oscar Gonzalez,75.0,75.0,Julian Ramos Omar,70,72,Manucho,64.0,64.0,2012-12-08 00:00:00,2012/2013,9.0,2.0,3.0,2012-12-08 00:00:00,2012/2013,6.0,3.0,5.0,2
23108,21518,21518,2012/2013,16,2012-12-16 00:00:00,1260272,1,8633,8558,RCD Espanyol,2,2,0.8544145562388629,0.0974689325553178,0.0481165112058193,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87.0,89.0,Fabio Coentrao,81.0,86.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Mesut Oezil,87.0,88.0,Luka Modric,86.0,89.0,Cristiano Ronaldo,92,94,Jose Maria Callejon,79.0,81.0,Francisco Casilla,70.0,74.0,Javi Lopez,73.0,74.0,Diego Daniel Colotto,76.0,76.0,Hector Moreno,78.0,83.0,Victor Alvarez,60.0,73.0,Victor Sanchez Mata,71.0,75.0,Juan Forlin,77.0,78.0,Simao,81.0,81.0,Joan Verdu,80.0,80.0,Wakaso Mubarak,71,78,Sergio Garcia,76.0,76.0,2012-12-16 00:00:00,2012/2013,10.0,2.0,3.0,2012-12-16 00:00:00,2012/2013,2.0,5.0,8.0,1
23121,21518,21518,2012/2013,17,2012-12-22 00:00:00,1260304,0,8633,9864,Málaga CF,2,3,0.5980280094548963,0.2327452216972673,0.1692267688478364,Antonio Adan,73.0,77.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87.0,89.0,Michael Essien,82.0,85.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86.0,88.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Wilfredo Caballero,76.0,76.0,Jesus Gamez,77.0,77.0,Sergio Sanchez,76.0,76.0,Martin Demichelis,79.0,79.0,Nacho Monreal,79.0,81.0,Ignacio Camacho,75.0,77.0,Joaquin,80.0,80.0,Isco,79.0,84.0,Francisco Portillo,64.0,71.0,Eliseu,75,75,Javier Saviola,76.0,76.0,2012-12-22 00:00:00,2012/2013,10.0,3.0,3.0,2012-12-22 00:00:00,2012/2013,8.0,4.0,4.0,0
23131,21518,21518,2012/2013,18,2013-01-06 00:00:00,1260319,1,8633,8560,Real Sociedad,4,3,0.7996962217796814,0.1324853879523496,0.0678183902679689,Antonio Adan,73.0,77.0,Michael Essien,82.0,85.0,Raphael Varane,76.0,84.0,Ricardo Carvalho,80.0,80.0,Alvaro Arbeloa,80.0,80.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79.0,81.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Claudio Bravo,78.0,80.0,Dani Estrada,71.0,72.0,Mikel Gonzalez,74.0,76.0,Inigo Martinez,75.0,79.0,Alberto De la Bella,72.0,74.0,Ruben Pardo,69.0,81.0,David Zurutuza,74.0,78.0,Carlos Vela,77.0,82.0,Xabier Prieto,77.0,77.0,Antoine Griezmann,77,84,Diego Ifran,70.0,78.0,2013-01-06 00:00:00,2012/2013,10.0,3.0,4.0,2013-01-06 00:00:00,2012/2013,7.0,4.0,6.0,2
23140,21518,21518,2012/2013,19,2013-01-12 00:00:00,1260331,0,8633,8371,CA Osasuna,0,0,0.6376316116835282,0.2189642149520216,0.14340417336445,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Raphael Varane,76.0,84.0,Raul Albiol,81.0,86.0,Fabio Coentrao,81.0,86.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86.0,88.0,Luka Modric,86.0,89.0,Jose Maria Callejon,79,81,Gonzalo Higuain,85.0,87.0,Andres Fernandez,77.0,79.0,Marc Bertran,74.0,74.0,Ruben,69.0,74.0,Alejandro Arribas,75.0,78.0,Abella Perez Damia,74.0,74.0,Lolo,73.0,75.0,Oier,71.0,71.0,Alvaro Cejudo,74.0,74.0,Nino,74.0,74.0,Emiliano Daniel Armenteros,73,76,Kike Sola,72.0,76.0,2013-01-12 00:00:00,2012/2013,11.0,3.0,4.0,2013-01-12 00:00:00,2012/2013,3.0,5.0,10.0,1
23156,21518,21518,2012/2013,2,2012-08-26 00:00:00,1259985,0,8633,8305,Getafe CF,1,2,0.7255442408083346,0.1779601417867993,0.096495617404866,Iker Casillas,89.0,92.0,Alvaro Arbeloa,80.0,80.0,Raul Albiol,81.0,86.0,Sergio Ramos,87.0,89.0,Marcelo,82.0,85.0,Lassana Diarra,81.0,83.0,Xabi Alonso,86.0,86.0,Angel Di Maria,85.0,88.0,Mesut Oezil,86.0,89.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Miguel Angel Moya,75.0,76.0,Juan Valera,72.0,74.0,David Abraham,71.0,79.0,Alexis,76.0,80.0,Miguel Torres,73.0,74.0,Michel,73.0,79.0,Xavier Torres,75.0,78.0,Abdelaziz Barrada,76.0,79.0,Angel Lafita,75.0,79.0,Diego Castro,75,75,Miku,74.0,76.0,2012-08-26 00:00:00,2012/2013,0.0,1.0,0.0,2012-08-26 00:00:00,2012/2013,0.0,0.0,1.0,0
23165,21518,21518,2012/2013,20,2013-01-20 00:00:00,1259981,0,8633,10267,Valencia CF,5,0,0.5340989971881119,0.2518509900857669,0.214050012726121,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Raphael Varane,76.0,84.0,Raul Albiol,81.0,86.0,Fabio Coentrao,81.0,86.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86.0,88.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Diego Alves,82.0,84.0,Ricardo Costa,77.0,77.0,Adil Rami,84.0,85.0,Victor Ruiz,78.0,83.0,Andres Guardado,82.0,85.0,Fernando Gago,79.0,80.0,Tino Costa,82.0,83.0,Pablo Piatti,74.0,86.0,Ever Banega,80.0,84.0,Jonas,81,81,Roberto Soldado,84.0,87.0,2013-01-20 00:00:00,2012/2013,11.0,4.0,4.0,2013-01-20 00:00:00,2012/2013,9.0,3.0,7.0,2
23176,21518,21518,2012/2013,21,2013-01-27 00:00:00,1260005,1,8633,8305,Getafe CF,4,0,0.8117860862313663,0.1255308252079753,0.0626830885606583,Antonio Adan,73.0,77.0,Sergio Ramos,87.0,89.0,Raul Albiol,81.0,86.0,Ricardo Carvalho,80.0,80.0,Fabio Coentrao,81.0,86.0,Michael Essien,82.0,85.0,Luka Modric,86.0,89.0,Angel Di Maria,86.0,88.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Miguel Angel Moya,75.0,78.0,Juan Valera,75.0,75.0,Alberto Lopo,77.0,77.0,Alexis,76.0,79.0,Miguel Torres,73.0,75.0,Xavier Torres,75.0,77.0,Borja Fernandez,68.0,68.0,Pablo Sarabia,72.0,83.0,Diego Castro,74.0,74.0,Jaime Gavilan,75,76,Adrian Colunga,71.0,75.0,2013-01-27 00:00:00,2012/2013,12.0,4.0,4.0,2013-01-27 00:00:00,2012/2013,7.0,5.0,8.0,2
23186,21518,21518,2012/2013,22,2013-02-02 00:00:00,1260026,0,8633,7878,Granada CF,0,1,0.7086695353472012,0.184283284988057,0.1070471796647417,Diego Lopez,82.0,86.0,Alvaro Arbeloa,80.0,80.0,Raphael Varane,76.0,84.0,Sergio Ramos,87.0,89.0,Fabio Coentrao,81.0,86.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86.0,88.0,Luka Modric,86.0,89.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Tono,76.0,76.0,Allan Nyom,73.0,76.0,Inigo Lopez,73.0,73.0,Diego Mainz,71.0,71.0,Guilherme Siqueira,75.0,76.0,Jose Recio,68.0,75.0,Mikel Rico,74.0,74.0,Gabriel Torje,71.0,81.0,Carlos Reina Aranda,71.0,71.0,Nolito,79,81,Odion Ighalo,71.0,74.0,2013-02-02 00:00:00,2012/2013,13.0,4.0,4.0,2013-02-02 00:00:00,2012/2013,5.0,5.0,11.0,0
23197,21518,21518,2012/2013,23,2013-02-09 00:00:00,1260048,1,8633,8302,Sevilla FC,4,1,0.696260629846688,0.1860963937074296,0.1176429764458824,Diego Lopez,82.0,86.0,Alvaro Arbeloa,80.0,80.0,Raul Albiol,81.0,86.0,Sergio Ramos,87.0,89.0,Fabio Coentrao,81.0,86.0,Michael Essien,82.0,85.0,Luka Modric,86.0,89.0,Karim Benzema,87.0,87.0,Kaka,84.0,84.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Beto,77.0,78.0,Coke,73.0,81.0,Federico Fazio,77.0,81.0,Emir Spahic,76.0,76.0,Fernando Navarro,76.0,76.0,Hedwiges Maduro,76.0,79.0,Gary Medel,78.0,82.0,Geoffrey Kondogbia,71.0,79.0,Jesus Navas,85.0,86.0,Alvaro Negredo,82,85,Jose Antonio Reyes,81.0,83.0,2013-02-09 00:00:00,2012/2013,13.0,4.0,5.0,2013-02-09 00:00:00,2012/2013,8.0,5.0,9.0,2
23207,21518,21518,2012/2013,24,2013-02-17 00:00:00,1260067,1,8633,8370,Rayo Vallecano,2,0,0.797957746550727,0.1316474395864622,0.0703948138628107,Diego Lopez,80.0,84.0,Sergio Ramos,86.0,89.0,Raphael Varane,80.0,85.0,Pepe,84.0,86.0,Fabio Coentrao,80.0,86.0,Sami Khedira,83.0,85.0,Michael Essien,81.0,81.0,Mesut Oezil,87.0,88.0,Kaka,83.0,83.0,Cristiano Ronaldo,92,94,Alvaro Morata,70.0,81.0,Ruben,71.0,74.0,Tito,72.0,73.0,Alejandro Galvez,69.0,72.0,Jordi Figueras,72.0,73.0,Jose Manuel Casado,73.0,76.0,Roberto Trashorras,74.0,74.0,Javi Fuego,78.0,78.0,Alhassane Bangoura,75.0,80.0,Alejandro Dominguez,76.0,76.0,Piti,74,74,Leo Baptistao,75.0,80.0,2013-02-17 00:00:00,2012/2013,14.0,4.0,5.0,2013-02-17 00:00:00,2012/2013,12.0,1.0,10.0,2
23217,21518,21518,2012/2013,25,2013-02-23 00:00:00,1260088,0,8633,9783,RC Deportivo de La Coruña,2,1,0.6958565182731383,0.1890364129505211,0.1151070687763406,Diego Lopez,80.0,84.0,Alvaro Arbeloa,79.0,79.0,Pepe,84.0,86.0,Ricardo Carvalho,78.0,78.0,Marcelo,82.0,85.0,Michael Essien,81.0,81.0,Luka Modric,84.0,89.0,Angel Di Maria,86.0,88.0,Kaka,83.0,83.0,Jose Maria Callejon,79,81,Gonzalo Higuain,84.0,87.0,Daniel Aranzubia,76.0,79.0,Silvio,74.0,81.0,Kaka,70.0,70.0,Carlos Marchena,73.0,73.0,Ayoze Diaz Diaz,70.0,70.0,Abel Aguilar,76.0,76.0,Paulo Assuncao,72.0,72.0,Bruno Vilela Gama,75.0,76.0,Juan Carlos Valeron,76.0,76.0,Pizzi,74,82,Ivan Sanchez Riki,74.0,74.0,2013-02-23 00:00:00,2012/2013,15.0,4.0,5.0,2013-02-23 00:00:00,2012/2013,3.0,7.0,14.0,2
23226,21518,21518,2012/2013,26,2013-03-02 00:00:00,1260112,1,8633,8634,FC Barcelona,2,1,0.3332943742323011,0.2682844397061227,0.3984211860615761,Diego Lopez,80.0,84.0,Michael Essien,81.0,81.0,Raphael Varane,81.0,85.0,Sergio Ramos,86.0,89.0,Fabio Coentrao,80.0,86.0,Pepe,84.0,86.0,Luka Modric,84.0,89.0,Jose Maria Callejon,79.0,81.0,Kaka,83.0,83.0,Alvaro Morata,70,81,Karim Benzema,86.0,87.0,Victor Valdes,85.0,87.0,Daniel Alves,84.0,84.0,Gerard Pique,86.0,89.0,Javier Mascherano,86.0,87.0,Jordi Alba,81.0,84.0,Thiago Alcantara,79.0,86.0,Sergio Busquets,85.0,89.0,Andres Iniesta,90.0,93.0,Pedro Rodriguez,85.0,88.0,Lionel Messi,94,97,David Villa,83.0,83.0,2013-03-02 00:00:00,2012/2013,16.0,4.0,5.0,2013-03-02 00:00:00,2012/2013,22.0,2.0,1.0,2
23236,21518,21518,2012/2013,27,2013-03-10 00:00:00,1260144,0,8633,9910,RC Celta de Vigo,2,1,0.6611939172224472,0.2093523144630427,0.12945376831451,Diego Lopez,82.0,84.0,Michael Essien,81.0,81.0,Pepe,84.0,86.0,Raul Albiol,80.0,84.0,Marcelo,82.0,85.0,Sami Khedira,84.0,86.0,Luka Modric,85.0,89.0,Jose Maria Callejon,79.0,81.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,95,Karim Benzema,86.0,87.0,Javi Varas,76.0,78.0,Johny,64.0,78.0,Vadim Demidov,72.0,76.0,Andres Tunez,72.0,74.0,Roberto Lago,72.0,75.0,Borja Oubina,74.0,74.0,Augusto Fernandez,74.0,77.0,Alex Lopez,72.0,75.0,Enrique de Lucas,73.0,73.0,Michael Krohn-Dehli,74,74,Iago Aspas,77.0,81.0,2013-03-10 00:00:00,2012/2013,17.0,4.0,5.0,2013-03-10 00:00:00,2012/2013,6.0,5.0,15.0,2
23245,21518,21518,2012/2013,28,2013-03-16 00:00:00,1260170,1,8633,8661,RCD Mallorca,5,2,0.8381807945890276,0.1114492647311745,0.0503699406797978,Diego Lopez,82.0,84.0,Alvaro Arbeloa,79.0,79.0,Raphael Varane,81.0,88.0,Sergio Ramos,86.0,89.0,Fabio Coentrao,80.0,86.0,Pepe,84.0,86.0,Luka Modric,84.0,89.0,Alvaro Morata,73.0,81.0,Kaka,83.0,83.0,Cristiano Ronaldo,92,95,Gonzalo Higuain,85.0,87.0,Dudu Aouate,75.0,75.0,Alan Hutton,72.0,74.0,Jose Carlos Nunes,75.0,75.0,Pedro Bigas,69.0,74.0,Kevin Garcia,68.0,74.0,Tomas Pina,75.0,78.0,Fernando Damian Tissone,72.0,75.0,Emilio Nsue,72.0,77.0,Alejandro Alfaro,71.0,74.0,Giovani dos Santos,76,82,Victor Casadesus,72.0,72.0,2013-03-16 00:00:00,2012/2013,18.0,4.0,5.0,2013-03-16 00:00:00,2012/2013,6.0,6.0,15.0,2
23255,21518,21518,2012/2013,29,2013-03-30 00:00:00,1260196,0,8633,8394,Real Zaragoza,1,1,0.6723439466351792,0.20153524794299,0.1261208054218307,Diego Lopez,82.0,84.0,Alvaro Arbeloa,79.0,79.0,Pepe,84.0,86.0,Sergio Ramos,86.0,89.0,Marcelo,82.0,85.0,Michael Essien,81.0,81.0,Luka Modric,84.0,89.0,Jose Maria Callejon,76.0,81.0,Kaka,83.0,83.0,Cristiano Ronaldo,92,95,Gonzalo Higuain,85.0,87.0,Roberto,79.0,84.0,Cristian Sapunaru,77.0,79.0,Glenn Loovens,72.0,67.0,Alvaro Gonzalez Soberon,74.0,78.0,Abraham Minero,70.0,71.0,Jose Movilla,73.0,73.0,Antonio Apono,75.0,75.0,Edu Oriol,66.0,66.0,Rodri,66.0,72.0,Paco Montanes,74,76,Helder Postiga,77.0,77.0,2013-03-30 00:00:00,2012/2013,19.0,4.0,5.0,2013-03-30 00:00:00,2012/2013,7.0,5.0,16.0,1
23266,21518,21518,2012/2013,3,2012-09-02 00:00:00,1260004,1,8633,7878,Granada CF,3,0,0.8572341439029696,0.0968291326313819,0.0459367234656483,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87.0,89.0,Marcelo,83.0,85.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79.0,81.0,Luka Modric,86.0,89.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Tono,76.0,76.0,Allan Nyom,73.0,76.0,Inigo Lopez,73.0,73.0,Borja Gomez,72.0,75.0,Guilherme Siqueira,75.0,76.0,Iriney,77.0,77.0,Mikel Rico,74.0,74.0,Juanma Ortiz,70.0,70.0,Youssef El Arabi,74.0,84.0,Fabian Orellana,74,74,Antonio Floro Flores,76.0,76.0,2012-09-02 00:00:00,2012/2013,0.0,1.0,1.0,2012-09-02 00:00:00,2012/2013,0.0,1.0,1.0,2
23274,21518,21518,2012/2013,30,2013-04-06 00:00:00,1260223,1,8633,8581,Levante UD,5,1,0.828617776799006,0.1161857134307814,0.0551965097702125,Diego Lopez,82.0,84.0,Alvaro Arbeloa,79.0,79.0,Pepe,84.0,86.0,Sergio Ramos,86.0,89.0,Marcelo,82.0,85.0,Luka Modric,84.0,89.0,Xabi Alonso,86.0,86.0,Jose Maria Callejon,76.0,81.0,Kaka,83.0,83.0,Karim Benzema,85,87,Gonzalo Higuain,85.0,87.0,Gustavo Adolfo Munua,76.0,76.0,Christian Lell,74.0,76.0,Sergio Ballesteros,77.0,77.0,Loukas Vyntra,74.0,74.0,Juanfran Garcia,74.0,74.0,Vicente Iborra,76.0,78.0,Pape Kouli Diop,77.0,78.0,Pedro Rios,72.0,72.0,Michel Herrero,75.0,78.0,Ruben Garcia,74,81,Robert Acquafresca,73.0,77.0,2013-04-06 00:00:00,2012/2013,19.0,5.0,5.0,2013-04-06 00:00:00,2012/2013,11.0,7.0,11.0,2
23284,21518,21518,2012/2013,31,2013-04-14 00:00:00,1260131,0,8633,8315,Athletic Club de Bilbao,3,0,0.6368989000088614,0.213916700356994,0.1491843996341445,Diego Lopez,82.0,84.0,Sergio Ramos,86.0,89.0,Pepe,84.0,86.0,Raul Albiol,80.0,84.0,Marcelo,82.0,85.0,Sami Khedira,84.0,86.0,Xabi Alonso,86.0,86.0,Angel Di Maria,86.0,88.0,Luka Modric,84.0,89.0,Cristiano Ronaldo,92,95,Karim Benzema,85.0,87.0,Gorka Iraizoz Moreno,73.0,73.0,Jonas Ramalho,69.0,73.0,Borja Ekiza,74.0,76.0,Mikel San Jose,76.0,81.0,Jon Aurtenetxe,74.0,78.0,Ander Iturraspe,76.0,78.0,Ander Herrera,77.0,81.0,Markel Susaeta,80.0,82.0,Iker Muniain,77.0,85.0,Ibai Gomez,75,79,Fernando Llorente,83.0,83.0,2013-04-14 00:00:00,2012/2013,20.0,5.0,5.0,2013-04-14 00:00:00,2012/2013,10.0,5.0,15.0,2
23293,21518,21518,2012/2013,32,2013-04-20 00:00:00,1260160,1,8633,8603,Real Betis Balompié,3,1,0.7420660073956641,0.1616903979847605,0.0962435946195754,Diego Lopez,82.0,84.0,Nacho Fernandez,69.0,74.0,Raul Albiol,80.0,84.0,Ricardo Carvalho,78.0,78.0,Marcelo,82.0,85.0,Luka Modric,84.0,88.0,Jose Maria Callejon,76.0,81.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92.0,95.0,Casemiro,72,86,Karim Benzema,85.0,87.0,Adrian,73.0,79.0,Francisco Chica,73.0,74.0,Paulao,76.0,76.0,Antonio Amaya,71.0,73.0,Alex Martinez,71.0,73.0,Jose Canas,76.0,79.0,Benat Etxebarria,82.0,85.0,Dorlan Pabon,73.0,79.0,Nosa Emanuel Igiebor,73.0,79.0,Joel Campbell,73,79,Ruben Castro,79.0,79.0,2013-04-20 00:00:00,2012/2013,21.0,5.0,5.0,2013-04-20 00:00:00,2012/2013,14.0,6.0,11.0,2
23303,21518,21518,2012/2013,33,2013-04-27 00:00:00,1260202,0,8633,9906,Atlético Madrid,2,1,0.3600811370208961,0.2737967416569826,0.3661221213221212,Diego Lopez,82.0,84.0,Raul Albiol,80.0,84.0,Pepe,84.0,86.0,Ricardo Carvalho,78.0,78.0,Nacho Fernandez,69.0,74.0,Sami Khedira,84.0,86.0,Michael Essien,81.0,81.0,Angel Di Maria,86.0,88.0,Kaka,83.0,83.0,Alvaro Morata,73,81,Karim Benzema,85.0,87.0,Thibaut Courtois,83.0,87.0,Juanfran,79.0,82.0,Miranda,80.0,82.0,Diego Godin,83.0,84.0,Filipe Luis,81.0,83.0,Mario Suarez,78.0,83.0,Gabi,80.0,80.0,Raul Garcia,78.0,82.0,Koke,79.0,85.0,Radamel Falcao,90,92,Diego Costa,81.0,82.0,2013-04-27 00:00:00,2012/2013,22.0,5.0,5.0,2013-04-27 00:00:00,2012/2013,21.0,5.0,6.0,2
23312,21518,21518,2012/2013,34,2013-05-04 00:00:00,1260241,1,8633,10281,Real Valladolid,4,3,0.8077479172229204,0.1288958186012389,0.0633562641758408,Diego Lopez,82.0,84.0,Nacho Fernandez,69.0,74.0,Pepe,84.0,86.0,Ricardo Carvalho,78.0,78.0,Fabio Coentrao,80.0,86.0,Sami Khedira,84.0,86.0,Luka Modric,84.0,88.0,Angel Di Maria,86.0,88.0,Kaka,83.0,83.0,Cristiano Ronaldo,92,95,Karim Benzema,85.0,87.0,Jaime,70.0,72.0,Antonio Rukavina,74.0,74.0,Jesus Rueda,73.0,74.0,Marc Valiente,73.0,76.0,Mikel Balenziaga,74.0,75.0,Alvaro Rubio,73.0,73.0,Victor Perez,75.0,77.0,Patrick Ebert,76.0,78.0,Oscar Gonzalez,76.0,76.0,Julian Ramos Omar,72,77,Javi Guerra,73.0,73.0,2013-05-04 00:00:00,2012/2013,23.0,5.0,5.0,2013-05-04 00:00:00,2012/2013,10.0,10.0,13.0,2
23322,21518,21518,2012/2013,35,2013-05-11 00:00:00,1260283,0,8633,8558,RCD Espanyol,1,1,0.6294564823489288,0.2169247748663135,0.1536187427847576,Diego Lopez,82.0,84.0,Raul Albiol,80.0,84.0,Raphael Varane,81.0,88.0,Ricardo Carvalho,78.0,78.0,Nacho Fernandez,69.0,74.0,Michael Essien,81.0,81.0,Luka Modric,84.0,88.0,Angel Di Maria,86.0,88.0,Kaka,83.0,83.0,Alvaro Morata,73,81,Gonzalo Higuain,85.0,87.0,Francisco Casilla,71.0,74.0,Javi Lopez,71.0,72.0,Diego Daniel Colotto,74.0,74.0,Hector Moreno,75.0,83.0,Joan Capdevila,72.0,72.0,Victor Sanchez Mata,72.0,75.0,Juan Forlin,74.0,78.0,Cristian Stuani,72.0,76.0,Joan Verdu,80.0,80.0,Wakaso Mubarak,72,78,Sergio Garcia,74.0,74.0,2013-05-11 00:00:00,2012/2013,25.0,5.0,5.0,2013-05-11 00:00:00,2012/2013,11.0,10.0,13.0,1
23331,21518,21518,2012/2013,36,2013-05-08 00:00:00,1260247,1,8633,9864,Málaga CF,6,2,0.7746873813562323,0.1483767532684831,0.0769358653752847,Diego Lopez,82.0,84.0,Nacho Fernandez,69.0,74.0,Raphael Varane,81.0,88.0,Raul Albiol,80.0,84.0,Fabio Coentrao,80.0,86.0,Michael Essien,81.0,81.0,Xabi Alonso,86.0,86.0,Mesut Oezil,87.0,88.0,Luka Modric,84.0,88.0,Cristiano Ronaldo,92,95,Karim Benzema,85.0,87.0,Wilfredo Caballero,80.0,80.0,Sergio Sanchez,75.0,81.0,Martin Demichelis,80.0,80.0,Diego Lugano,78.0,78.0,Antunes,73.0,78.0,Ignacio Camacho,78.0,80.0,Francisco Portillo,73.0,76.0,Julio Baptista,77.0,77.0,Isco,83.0,86.0,Eliseu,78,78,Roque Santa Cruz,75.0,75.0,2013-05-08 00:00:00,2012/2013,24.0,5.0,5.0,2013-05-08 00:00:00,2012/2013,15.0,8.0,11.0,2
23341,21518,21518,2012/2013,37,2013-05-26 00:00:00,1260278,0,8633,8560,Real Sociedad,3,3,0.3667073894201937,0.2599322268035895,0.3733603837762166,Diego Lopez,82.0,84.0,Alvaro Arbeloa,79.0,79.0,Raul Albiol,80.0,84.0,Ricardo Carvalho,77.0,77.0,Marcelo,82.0,85.0,Sami Khedira,84.0,86.0,Michael Essien,81.0,81.0,Jose Maria Callejon,76.0,81.0,Luka Modric,84.0,88.0,Kaka,83,83,Gonzalo Higuain,84.0,87.0,Claudio Bravo,80.0,82.0,Carlos Martinez,76.0,78.0,Mikel Gonzalez,75.0,78.0,Inigo Martinez,78.0,81.0,Alberto De la Bella,74.0,77.0,Markel Bergara,73.0,74.0,Asier Illarramendi,75.0,79.0,Gonzalo Castro,78.0,79.0,Xabier Prieto,80.0,80.0,Antoine Griezmann,79,84,Imanol Agirretxe,76.0,80.0,2013-05-26 00:00:00,2012/2013,25.0,6.0,5.0,2013-05-26 00:00:00,2012/2013,17.0,11.0,8.0,1
23351,21518,21518,2012/2013,38,2013-06-01 00:00:00,1260303,1,8633,8371,CA Osasuna,4,2,0.7503280284376752,0.157729545756569,0.0919424258057557,Jesus Fernandez,66.0,70.0,Jose Maria Callejon,76.0,81.0,Raul Albiol,80.0,84.0,Alvaro Arbeloa,78.0,78.0,Ricardo Carvalho,77.0,77.0,Michael Essien,81.0,81.0,Luka Modric,84.0,88.0,Angel Di Maria,86.0,88.0,Mesut Oezil,87.0,90.0,Karim Benzema,85,87,Gonzalo Higuain,84.0,87.0,Asier Riesgo,71.0,72.0,Oier,71.0,74.0,Ruben,69.0,69.0,Nano,70.0,70.0,Unai Garcia,50.0,68.0,Gato Silva,71.0,72.0,David Timor Copovi,71.0,73.0,Alvaro Cejudo,73.0,73.0,Emiliano Daniel Armenteros,73.0,76.0,Roberto Torres,64,72,Joseba Llorente,69.0,69.0,2013-06-01 00:00:00,2012/2013,25.0,7.0,5.0,2013-06-01 00:00:00,2012/2013,10.0,9.0,18.0,2
